Customer_ID;Customer_Name;Customer_Age;Customer_Type;Region
CUST-01234;Neo Jacobs;38;Small Business;KwaZulu-Natal
CUST-01235;Naledi Molefe;25;Consumer;Gauteng
CUST-01236;Mpho Khumalo;38;Consumer;Western Cape
CUST-01237;Zanele Mthethwa;40;Consumer;Gauteng
CUST-01238;Kagiso Jacobs;36;Small Business;KwaZulu-Natal
CUST-01239;Amahle Mthethwa;39;Consumer;KwaZulu-Natal
CUST-01240;Naledi Dlamini;42;Small Business;KwaZulu-Natal
CUST-01241;Nandi Mokoena;32;Consumer;Gauteng
CUST-01242;Zanele Ndlovu;42;Small Business;KwaZulu-Natal
CUST-01243;Mia Mabena;44;Consumer;Western Cape
CUST-01244;Sipho Ndlovu;44;Consumer;Western Cape
CUST-01245;Naledi Naidoo;26;Consumer;KwaZulu-Natal
CUST-01246;Mpho Maseko;37;Consumer;Gauteng
CUST-01247;Daniel Naidoo;23;Consumer;Limpopo
CUST-01248;Liam Naidoo;25;Consumer;KwaZulu-Natal
CUST-01249;Ethan Mahlangu;27;Consumer;Gauteng
CUST-01250;Kagiso Pretorius;38;Consumer;Western Cape
CUST-01251;Lerato Williams;35;Corporate;Gauteng
CUST-01252;Kagiso Dlamini;35;Corporate;Gauteng
CUST-01253;Leah Peters;41;Consumer;Limpopo
CUST-01254;Nandi Pretorius;29;Consumer;Western Cape
CUST-01255;Ayesha Pillay;43;Small Business;Gauteng
CUST-01256;Zanele Mthembu;37;Consumer;KwaZulu-Natal
CUST-01257;Amahle Williams;24;Consumer;Gauteng
CUST-01258;Sipho Ndlovu;25;Small Business;Limpopo
CUST-01259;Thabo Maseko;23;Consumer;KwaZulu-Natal
CUST-01260;Sipho Peters;31;Consumer;Limpopo
CUST-01261;Kayla Botha;32;Small Business;Western Cape
CUST-01262;Thabo Van Wyk;18;Corporate;KwaZulu-Natal
CUST-01263;Leah Mahlangu;41;Small Business;Gauteng
CUST-01264;Thabo Naidoo;18;Consumer;Free State
CUST-01265;Ayesha Pretorius;49;Consumer;Free State
CUST-01266;Liam Botha;49;Consumer;Gauteng
CUST-01267;Liam Jacobs;29;Consumer;Gauteng
CUST-01268;Ethan Williams;34;Consumer;Limpopo
CUST-01269;Leah Mthethwa;46;Small Business;Western Cape
CUST-01270;Naledi Nkosi;35;Small Business;Gauteng
CUST-01271;Ayesha Khumalo;35;Consumer;Gauteng
CUST-01272;Mpho Peters;33;Small Business;Gauteng
CUST-01273;Kagiso Sithole;21;Consumer;Gauteng
CUST-01274;Lerato Molefe;28;Consumer;KwaZulu-Natal
CUST-01275;Mpho Botha;35;Small Business;KwaZulu-Natal
CUST-01276;Daniel Khumalo;51;Consumer;Limpopo
CUST-01277;Amahle Khumalo;25;Consumer;Western Cape
CUST-01278;Neo Khumalo;18;Consumer;Gauteng
CUST-01279;Lerato Molefe;36;Consumer;Limpopo
CUST-01280;Kayla Jacobs;44;Consumer;Free State
CUST-01281;Zanele Peters;26;Consumer;Limpopo
CUST-01282;Daniel Mahlangu;36;Consumer;KwaZulu-Natal
CUST-01283;Jason Molefe;46;Small Business;Limpopo
CUST-01284;Sipho Mabena;31;Consumer;Western Cape
CUST-01285;Mpho Pretorius;33;Consumer;Limpopo
CUST-01286;Neo Jacobs;18;Consumer;Gauteng
CUST-01287;Zanele Peters;39;Small Business;KwaZulu-Natal
CUST-01288;Liam Sithole;31;Small Business;KwaZulu-Natal
CUST-01289;Kagiso Naidoo;34;Consumer;KwaZulu-Natal
CUST-01290;Jason Mthethwa;45;Consumer;Gauteng
CUST-01291;Mia Peters;40;Small Business;Gauteng
CUST-01292;Sipho Van Wyk;22;Consumer;Gauteng
CUST-01293;Chloe Pretorius;44;Consumer;Gauteng
CUST-01294;Thabo Pretorius;37;Consumer;Western Cape
CUST-01295;Leah Mahlangu;42;Small Business;KwaZulu-Natal
CUST-01296;Ayesha Pillay;35;Consumer;Gauteng
CUST-01297;Ayesha Sithole;24;Consumer;Gauteng
CUST-01298;Liam Williams;40;Consumer;Gauteng
CUST-01299;Sipho Mthethwa;33;Consumer;Gauteng
CUST-01300;Ethan Khumalo;36;Consumer;Free State
CUST-01301;Amahle Maseko;36;Consumer;Free State
CUST-01302;Lerato Khumalo;35;Consumer;Gauteng
CUST-01303;Nandi Khumalo;27;Consumer;Limpopo
CUST-01304;Chloe Williams;36;Consumer;Western Cape
CUST-01305;Liam Botha;36;Consumer;Western Cape
CUST-01306;Daniel Nkosi;31;Small Business;Gauteng
CUST-01307;Neo Naidoo;25;Corporate;Gauteng
CUST-01308;Sipho Pretorius;49;Consumer;Gauteng
CUST-01309;Mpho Mthembu;37;Small Business;Free State
CUST-01310;Ayesha Williams;34;Consumer;Gauteng
CUST-01311;Zanele Van Wyk;49;Consumer;Gauteng
CUST-01312;Jason Mabena;48;Consumer;Gauteng
CUST-01313;Ayesha Sithole;36;Consumer;Western Cape
CUST-01314;Lerato Pillay;24;Consumer;Limpopo
CUST-01315;Amahle Dlamini;42;Consumer;Limpopo
CUST-01316;Kagiso Naidoo;32;Corporate;KwaZulu-Natal
CUST-01317;Kayla Mahlangu;34;Consumer;Gauteng
CUST-01318;Amahle Jacobs;35;Consumer;Gauteng
CUST-01319;Amahle Nkosi;45;Consumer;KwaZulu-Natal
CUST-01320;Ethan Molefe;36;Consumer;Gauteng
CUST-01321;Lerato Van Wyk;36;Consumer;KwaZulu-Natal
CUST-01322;Zanele Jacobs;45;Corporate;Free State
CUST-01323;Ayesha Molefe;34;Consumer;KwaZulu-Natal
CUST-01324;Ethan Molefe;37;Consumer;Gauteng
CUST-01325;Ayesha Nkosi;32;Consumer;Limpopo
CUST-01326;Amahle Khumalo;26;Consumer;KwaZulu-Natal
CUST-01327;Nandi Peters;33;Consumer;Western Cape
CUST-01328;Thabo Mokoena;29;Small Business;KwaZulu-Natal
CUST-01329;Leah Mokoena;39;Consumer;Limpopo
CUST-01330;Thabo Sithole;34;Consumer;KwaZulu-Natal
CUST-01331;Chloe Botha;52;Consumer;Western Cape
CUST-01332;Leah Mthethwa;31;Consumer;Western Cape
CUST-01333;Chloe Molefe;57;Consumer;Gauteng
CUST-01334;Mia Maseko;33;Corporate;KwaZulu-Natal
CUST-01335;Aiden Pillay;27;Corporate;Free State
CUST-01336;Kayla Nkosi;48;Corporate;Western Cape
CUST-01337;Jason Dlamini;54;Consumer;Free State
CUST-01338;Liam Naidoo;43;Consumer;Western Cape
CUST-01339;Naledi Pillay;34;Small Business;Gauteng
CUST-01340;Daniel Sithole;38;Consumer;Western Cape
CUST-01341;Amahle Mahlangu;33;Small Business;Free State
CUST-01342;Ayesha Botha;48;Consumer;Gauteng
CUST-01343;Sipho Jacobs;27;Consumer;Gauteng
CUST-01344;Chloe Pillay;39;Consumer;Gauteng
CUST-01345;Aiden Ndlovu;47;Small Business;KwaZulu-Natal
CUST-01346;Nandi Ndlovu;26;Consumer;KwaZulu-Natal
CUST-01347;Ayesha Dlamini;34;Consumer;Western Cape
CUST-01348;Nandi Mahlangu;19;Consumer;Gauteng
CUST-01349;Amahle Peters;41;Corporate;Western Cape
CUST-01350;Neo Khumalo;37;Consumer;Western Cape
CUST-01351;Aiden Botha;29;Consumer;Gauteng
CUST-01352;Aiden Van Wyk;21;Consumer;Limpopo
CUST-01353;Liam Molefe;36;Consumer;Gauteng
CUST-01354;Daniel Naidoo;33;Consumer;KwaZulu-Natal
CUST-01355;Ayesha Mthembu;25;Consumer;Western Cape
CUST-01356;Kayla Molefe;38;Consumer;Gauteng
CUST-01357;Nandi Mokoena;29;Consumer;Free State
CUST-01358;Sipho Mokoena;34;Corporate;Western Cape
CUST-01359;Kayla Mthethwa;43;Corporate;Gauteng
CUST-01360;Lerato Jacobs;51;Corporate;Western Cape
CUST-01361;Mpho Williams;36;Consumer;Free State
CUST-01362;Ayesha Nkosi;32;Consumer;Limpopo
CUST-01363;Kagiso Mthembu;49;Consumer;Gauteng
CUST-01364;Sipho Dlamini;34;Consumer;Gauteng
CUST-01365;Neo Williams;23;Small Business;KwaZulu-Natal
CUST-01366;Thabo Jacobs;37;Consumer;Free State
CUST-01367;Zanele Mokoena;18;Small Business;Gauteng
CUST-01368;Leah Nkosi;47;Consumer;Western Cape
CUST-01369;Aiden Mthethwa;27;Consumer;Western Cape
CUST-01370;Thabo Mahlangu;18;Consumer;Limpopo
CUST-01371;Ethan Pillay;49;Consumer;KwaZulu-Natal
CUST-01372;Ayesha Pillay;36;Consumer;Gauteng
CUST-01373;Neo Ndlovu;44;Consumer;KwaZulu-Natal
CUST-01374;Ethan Naidoo;25;Consumer;Gauteng
CUST-01375;Ethan Mabena;22;Consumer;Limpopo
CUST-01376;Thabo Sithole;55;Small Business;Limpopo
CUST-01377;Lerato Pretorius;38;Small Business;Western Cape
CUST-01378;Ethan Peters;50;Small Business;Gauteng
CUST-01379;Amahle Van Wyk;42;Consumer;Western Cape
CUST-01380;Sipho Maseko;33;Consumer;Limpopo
CUST-01381;Chloe Peters;25;Small Business;Free State
CUST-01382;Kayla Jacobs;34;Small Business;Gauteng
CUST-01383;Lerato Mthethwa;68;Consumer;Gauteng
CUST-01384;Amahle Pillay;29;Consumer;Western Cape
CUST-01385;Thabo Mthethwa;18;Consumer;Limpopo
CUST-01386;Leah Van Wyk;33;Small Business;Gauteng
CUST-01387;Thabo Mthethwa;28;Small Business;KwaZulu-Natal
CUST-01388;Sipho Naidoo;28;Consumer;Western Cape
CUST-01389;Nandi Jacobs;45;Consumer;Gauteng
CUST-01390;Chloe Mthembu;46;Consumer;Gauteng
CUST-01391;Liam Molefe;43;Small Business;Gauteng
CUST-01392;Amahle Khumalo;43;Consumer;Western Cape
CUST-01393;Zanele Van Wyk;40;Consumer;KwaZulu-Natal
CUST-01394;Ayesha Pillay;55;Consumer;Gauteng
CUST-01395;Liam Mokoena;37;Consumer;Free State
CUST-01396;Ayesha Khumalo;25;Consumer;Gauteng
CUST-01397;Amahle Peters;59;Consumer;Gauteng
CUST-01398;Leah Van Wyk;18;Small Business;Gauteng
CUST-01399;Mia Mahlangu;34;Consumer;KwaZulu-Natal
CUST-01400;Daniel Mahlangu;34;Small Business;Gauteng
CUST-01401;Mpho Botha;32;Consumer;Gauteng
CUST-01402;Liam Naidoo;56;Consumer;Limpopo
CUST-01403;Ethan Mahlangu;26;Consumer;Free State
CUST-01404;Leah Sithole;30;Consumer;Western Cape
CUST-01405;Neo Molefe;43;Small Business;Gauteng
CUST-01406;Daniel Dlamini;35;Corporate;KwaZulu-Natal
CUST-01407;Sipho Mokoena;25;Corporate;Limpopo
CUST-01408;Liam Mthembu;53;Consumer;Gauteng
CUST-01409;Daniel Mthembu;35;Consumer;Limpopo
CUST-01410;Mpho Maseko;33;Consumer;Gauteng
CUST-01411;Daniel Peters;24;Consumer;Gauteng
CUST-01412;Ayesha Sithole;41;Consumer;Gauteng
CUST-01413;Sipho Williams;39;Consumer;Gauteng
CUST-01414;Jason Pillay;38;Small Business;Gauteng
CUST-01415;Daniel Molefe;33;Consumer;Western Cape
CUST-01416;Ethan Khumalo;48;Consumer;Limpopo
CUST-01417;Ethan Mthethwa;33;Corporate;Western Cape
CUST-01418;Leah Sithole;47;Corporate;Gauteng
CUST-01419;Zanele Ndlovu;41;Corporate;Western Cape
CUST-01420;Ethan Sithole;29;Consumer;Western Cape
CUST-01421;Kagiso Dlamini;44;Consumer;Gauteng
CUST-01422;Naledi Nkosi;51;Small Business;Free State
CUST-01423;Nandi Peters;28;Small Business;Gauteng
CUST-01424;Naledi Mokoena;54;Corporate;Gauteng
CUST-01425;Neo Maseko;21;Consumer;Western Cape
CUST-01426;Mpho Ndlovu;22;Consumer;Free State
CUST-01427;Thabo Pillay;29;Consumer;Gauteng
CUST-01428;Aiden Molefe;34;Consumer;Gauteng
CUST-01429;Naledi Mabena;44;Consumer;Gauteng
CUST-01430;Amahle Williams;62;Corporate;Free State
CUST-01431;Sipho Botha;47;Consumer;KwaZulu-Natal
CUST-01432;Amahle Mahlangu;39;Consumer;Limpopo
CUST-01433;Mpho Jacobs;28;Small Business;Western Cape
CUST-01434;Aiden Van Wyk;25;Consumer;Western Cape
CUST-01435;Thabo Pillay;35;Consumer;KwaZulu-Natal
CUST-01436;Mia Van Wyk;40;Small Business;Gauteng
CUST-01437;Lerato Mthethwa;32;Consumer;Western Cape
CUST-01438;Kayla Jacobs;48;Consumer;Gauteng
CUST-01439;Jason Mokoena;32;Consumer;Western Cape
CUST-01440;Neo Molefe;26;Consumer;Western Cape
CUST-01441;Sipho Van Wyk;23;Consumer;Limpopo
CUST-01442;Zanele Molefe;39;Consumer;KwaZulu-Natal
CUST-01443;Nandi Pillay;36;Small Business;Gauteng
CUST-01444;Mpho Mthembu;28;Consumer;Gauteng
CUST-01445;Naledi Sithole;31;Consumer;Free State
CUST-01446;Thabo Pillay;30;Small Business;Gauteng
CUST-01447;Naledi Jacobs;26;Small Business;Western Cape
CUST-01448;Jason Ndlovu;47;Consumer;Western Cape
CUST-01449;Chloe Jacobs;29;Consumer;KwaZulu-Natal
CUST-01450;Aiden Van Wyk;25;Consumer;Gauteng
CUST-01451;Mia Botha;36;Small Business;Gauteng
CUST-01452;Nandi Naidoo;18;Consumer;Western Cape
CUST-01453;Aiden Khumalo;37;Consumer;Gauteng
CUST-01454;Thabo Peters;45;Small Business;KwaZulu-Natal
CUST-01455;Jason Molefe;49;Consumer;Gauteng
CUST-01456;Liam Khumalo;29;Consumer;Western Cape
CUST-01457;Neo Williams;30;Consumer;Gauteng
CUST-01458;Nandi Mabena;41;Small Business;Limpopo
CUST-01459;Thabo Naidoo;65;Consumer;Western Cape
CUST-01460;Naledi Jacobs;48;Consumer;Gauteng
CUST-01461;Nandi Mokoena;66;Consumer;Limpopo
CUST-01462;Chloe Khumalo;37;Small Business;Gauteng
CUST-01463;Lerato Maseko;43;Consumer;KwaZulu-Natal
CUST-01464;Aiden Mthembu;49;Consumer;Free State
CUST-01465;Daniel Jacobs;37;Consumer;Gauteng
CUST-01466;Jason Ndlovu;45;Consumer;Western Cape
CUST-01467;Ayesha Molefe;43;Consumer;KwaZulu-Natal
CUST-01468;Mpho Jacobs;19;Consumer;Limpopo
CUST-01469;Mpho Dlamini;29;Consumer;Gauteng
CUST-01470;Kayla Williams;29;Consumer;Gauteng
CUST-01471;Chloe Khumalo;36;Consumer;Gauteng
CUST-01472;Chloe Peters;41;Consumer;Limpopo
CUST-01473;Ayesha Dlamini;39;Consumer;Western Cape
CUST-01474;Mpho Molefe;37;Consumer;Limpopo
CUST-01475;Kayla Naidoo;55;Consumer;KwaZulu-Natal
CUST-01476;Nandi Maseko;18;Consumer;Free State
CUST-01477;Mia Khumalo;26;Consumer;Gauteng
CUST-01478;Ethan Mthembu;30;Consumer;Free State
CUST-01479;Nandi Mahlangu;27;Small Business;Gauteng
CUST-01480;Mpho Mthembu;34;Consumer;Gauteng
CUST-01481;Neo Pillay;53;Consumer;Gauteng
CUST-01482;Liam Molefe;30;Consumer;Limpopo
CUST-01483;Ayesha Pretorius;66;Small Business;Free State
CUST-01484;Chloe Mthethwa;25;Consumer;KwaZulu-Natal
CUST-01485;Chloe Van Wyk;39;Small Business;KwaZulu-Natal
CUST-01486;Neo Van Wyk;46;Consumer;Gauteng
CUST-01487;Lerato Nkosi;48;Consumer;Gauteng
CUST-01488;Liam Naidoo;26;Consumer;Gauteng
CUST-01489;Mpho Pretorius;20;Consumer;Gauteng
CUST-01490;Mpho Mahlangu;26;Consumer;Free State
CUST-01491;Zanele Pillay;36;Consumer;Limpopo
CUST-01492;Lerato Sithole;23;Small Business;Western Cape
CUST-01493;Zanele Mthethwa;35;Small Business;Western Cape
CUST-01494;Aiden Nkosi;26;Consumer;Free State
CUST-01495;Sipho Botha;20;Consumer;Free State
CUST-01496;Thabo Williams;24;Consumer;Western Cape
CUST-01497;Kagiso Maseko;27;Consumer;KwaZulu-Natal
CUST-01498;Neo Peters;19;Consumer;Free State
CUST-01499;Daniel Van Wyk;18;Small Business;Gauteng
CUST-01500;Mpho Peters;18;Consumer;Gauteng
CUST-01501;Mia Botha;32;Consumer;Free State
CUST-01502;Mpho Ndlovu;37;Consumer;Free State
CUST-01503;Nandi Williams;34;Consumer;Limpopo
CUST-01504;Chloe Pillay;51;Consumer;KwaZulu-Natal
CUST-01505;Liam Maseko;39;Small Business;Gauteng
CUST-01506;Sipho Pillay;24;Consumer;Gauteng
CUST-01507;Mia Van Wyk;25;Consumer;Gauteng
CUST-01508;Sipho Sithole;29;Consumer;Gauteng
CUST-01509;Kayla Nkosi;24;Consumer;Gauteng
CUST-01510;Ethan Van Wyk;40;Consumer;Free State
CUST-01511;Neo Maseko;49;Small Business;Gauteng
CUST-01512;Kayla Khumalo;29;Small Business;Free State
CUST-01513;Kayla Molefe;31;Small Business;Free State
CUST-01514;Ayesha Ndlovu;32;Small Business;Western Cape
CUST-01515;Kagiso Maseko;47;Consumer;Limpopo
CUST-01516;Ethan Khumalo;39;Consumer;Western Cape
CUST-01517;Chloe Mahlangu;38;Consumer;Limpopo
CUST-01518;Mpho Mthethwa;25;Consumer;KwaZulu-Natal
CUST-01519;Nandi Mahlangu;34;Corporate;Gauteng
CUST-01520;Kagiso Naidoo;48;Small Business;Gauteng
CUST-01521;Kayla Williams;36;Small Business;KwaZulu-Natal
CUST-01522;Neo Van Wyk;49;Consumer;KwaZulu-Natal
CUST-01523;Naledi Maseko;22;Small Business;Gauteng
CUST-01524;Daniel Mthethwa;45;Consumer;Gauteng
CUST-01525;Mpho Mahlangu;62;Consumer;Western Cape
CUST-01526;Kayla Williams;49;Small Business;Limpopo
CUST-01527;Aiden Williams;40;Consumer;Gauteng
CUST-01528;Lerato Mthethwa;49;Consumer;Western Cape
CUST-01529;Chloe Khumalo;46;Consumer;Gauteng
CUST-01530;Zanele Williams;34;Consumer;Western Cape
CUST-01531;Daniel Maseko;35;Consumer;Gauteng
CUST-01532;Daniel Mabena;42;Consumer;KwaZulu-Natal
CUST-01533;Amahle Pillay;39;Consumer;Gauteng
CUST-01534;Kagiso Molefe;26;Small Business;Western Cape
CUST-01535;Mia Mthembu;40;Consumer;Western Cape
CUST-01536;Sipho Botha;37;Consumer;Gauteng
CUST-01537;Amahle Ndlovu;43;Consumer;KwaZulu-Natal
CUST-01538;Daniel Sithole;46;Consumer;Gauteng
CUST-01539;Aiden Van Wyk;21;Consumer;Western Cape
CUST-01540;Aiden Mabena;18;Consumer;Free State
CUST-01541;Zanele Naidoo;53;Small Business;Gauteng
CUST-01542;Amahle Mokoena;25;Corporate;Gauteng
CUST-01543;Aiden Sithole;27;Consumer;Limpopo
CUST-01544;Lerato Williams;24;Consumer;Gauteng
CUST-01545;Naledi Naidoo;35;Small Business;Gauteng
CUST-01546;Neo Ndlovu;34;Small Business;Gauteng
CUST-01547;Zanele Williams;42;Consumer;Western Cape
CUST-01548;Zanele Mthembu;30;Small Business;Gauteng
CUST-01549;Ayesha Mahlangu;32;Consumer;Western Cape
CUST-01550;Mia Ndlovu;32;Consumer;KwaZulu-Natal
CUST-01551;Amahle Jacobs;40;Consumer;Gauteng
CUST-01552;Daniel Dlamini;37;Consumer;Western Cape
CUST-01553;Naledi Williams;28;Small Business;Western Cape
CUST-01554;Aiden Sithole;32;Small Business;Free State
CUST-01555;Amahle Peters;25;Consumer;Gauteng
CUST-01556;Aiden Maseko;18;Small Business;Gauteng
CUST-01557;Kagiso Mthembu;26;Small Business;Gauteng
CUST-01558;Liam Maseko;26;Small Business;Western Cape
CUST-01559;Thabo Jacobs;50;Corporate;Gauteng
CUST-01560;Lerato Mokoena;45;Consumer;Gauteng
CUST-01561;Daniel Pretorius;18;Consumer;Western Cape
CUST-01562;Jason Pretorius;36;Small Business;Western Cape
CUST-01563;Neo Van Wyk;55;Consumer;Western Cape
CUST-01564;Kayla Pillay;33;Small Business;Gauteng
CUST-01565;Neo Molefe;42;Consumer;Western Cape
CUST-01566;Liam Mokoena;38;Consumer;KwaZulu-Natal
CUST-01567;Nandi Molefe;42;Small Business;Western Cape
CUST-01568;Mia Ndlovu;31;Consumer;Limpopo
CUST-01569;Sipho Nkosi;48;Consumer;Western Cape
CUST-01570;Neo Mthethwa;56;Small Business;Gauteng
CUST-01571;Ethan Mthembu;33;Consumer;Gauteng
CUST-01572;Liam Maseko;40;Consumer;KwaZulu-Natal
CUST-01573;Mia Ndlovu;40;Consumer;Gauteng
CUST-01574;Daniel Mthethwa;32;Consumer;Western Cape
CUST-01575;Kayla Molefe;38;Small Business;Gauteng
CUST-01576;Kayla Botha;28;Small Business;KwaZulu-Natal
CUST-01577;Leah Ndlovu;26;Corporate;KwaZulu-Natal
CUST-01578;Mpho Khumalo;40;Consumer;Western Cape
CUST-01579;Amahle Pretorius;35;Consumer;Western Cape
CUST-01580;Mia Peters;42;Small Business;Limpopo
CUST-01581;Chloe Van Wyk;27;Consumer;Limpopo
CUST-01582;Ayesha Molefe;36;Consumer;Western Cape
CUST-01583;Lerato Mahlangu;24;Small Business;KwaZulu-Natal
CUST-01584;Jason Molefe;50;Consumer;Western Cape
CUST-01585;Lerato Molefe;57;Consumer;Gauteng
CUST-01586;Liam Mabena;46;Consumer;Western Cape
CUST-01587;Lerato Peters;28;Small Business;Limpopo
CUST-01588;Neo Botha;55;Corporate;Gauteng
CUST-01589;Thabo Dlamini;25;Consumer;Limpopo
CUST-01590;Kayla Mthembu;25;Consumer;Western Cape
CUST-01591;Daniel Dlamini;59;Consumer;Limpopo
CUST-01592;Ayesha Sithole;33;Consumer;Gauteng
CUST-01593;Mia Peters;47;Consumer;KwaZulu-Natal
CUST-01594;Neo Mabena;26;Consumer;KwaZulu-Natal
CUST-01595;Lerato Mthethwa;23;Consumer;Free State
CUST-01596;Ethan Naidoo;31;Small Business;KwaZulu-Natal
CUST-01597;Liam Williams;27;Consumer;Western Cape
CUST-01598;Ethan Pillay;28;Corporate;Free State
CUST-01599;Aiden Ndlovu;32;Small Business;KwaZulu-Natal
CUST-01600;Aiden Naidoo;18;Consumer;Gauteng
CUST-01601;Mia Sithole;28;Consumer;Western Cape
CUST-01602;Ethan Peters;39;Consumer;Gauteng
CUST-01603;Zanele Molefe;62;Corporate;Western Cape
CUST-01604;Ethan Peters;23;Corporate;Western Cape
CUST-01605;Naledi Pretorius;34;Corporate;Gauteng
CUST-01606;Kayla Ndlovu;35;Consumer;KwaZulu-Natal
CUST-01607;Amahle Nkosi;37;Consumer;Western Cape
CUST-01608;Kayla Botha;29;Consumer;Gauteng
CUST-01609;Naledi Mthembu;45;Consumer;Limpopo
CUST-01610;Liam Maseko;27;Consumer;Western Cape
CUST-01611;Jason Dlamini;59;Corporate;KwaZulu-Natal
CUST-01612;Zanele Mahlangu;35;Corporate;KwaZulu-Natal
CUST-01613;Lerato Dlamini;29;Small Business;KwaZulu-Natal
CUST-01614;Lerato Ndlovu;40;Small Business;KwaZulu-Natal
CUST-01615;Aiden Peters;59;Consumer;Gauteng
CUST-01616;Ethan Naidoo;38;Small Business;Limpopo
CUST-01617;Mia Jacobs;38;Consumer;Limpopo
CUST-01618;Lerato Dlamini;39;Consumer;Gauteng
CUST-01619;Daniel Mthethwa;49;Small Business;Western Cape
CUST-01620;Daniel Jacobs;33;Small Business;Western Cape
CUST-01621;Kayla Mthethwa;38;Small Business;Western Cape
CUST-01622;Kayla Naidoo;19;Small Business;Free State
CUST-01623;Sipho Maseko;46;Consumer;Western Cape
CUST-01624;Mia Van Wyk;30;Small Business;Gauteng
CUST-01625;Kagiso Naidoo;31;Small Business;Gauteng
CUST-01626;Daniel Sithole;37;Consumer;Gauteng
CUST-01627;Liam Ndlovu;31;Consumer;Gauteng
CUST-01628;Sipho Williams;33;Consumer;Western Cape
CUST-01629;Liam Ndlovu;37;Consumer;Limpopo
CUST-01630;Aiden Naidoo;24;Consumer;Free State
CUST-01631;Sipho Van Wyk;19;Small Business;Western Cape
CUST-01632;Ayesha Khumalo;19;Corporate;Western Cape
CUST-01633;Zanele Maseko;32;Consumer;KwaZulu-Natal
CUST-01634;Thabo Nkosi;29;Consumer;Gauteng
CUST-01635;Nandi Pillay;32;Consumer;Gauteng
CUST-01636;Thabo Nkosi;37;Consumer;Western Cape
CUST-01637;Mpho Botha;40;Small Business;Gauteng
CUST-01638;Nandi Mthembu;37;Small Business;Limpopo
CUST-01639;Thabo Mokoena;32;Consumer;Free State
CUST-01640;Chloe Molefe;24;Consumer;Gauteng
CUST-01641;Naledi Maseko;25;Consumer;KwaZulu-Natal
CUST-01642;Liam Sithole;49;Small Business;Gauteng
CUST-01643;Aiden Sithole;20;Small Business;Western Cape
CUST-01644;Lerato Naidoo;37;Consumer;Gauteng
CUST-01645;Mia Maseko;29;Consumer;Western Cape
CUST-01646;Neo Naidoo;46;Consumer;KwaZulu-Natal
CUST-01647;Mia Van Wyk;31;Consumer;Limpopo
CUST-01648;Jason Molefe;52;Small Business;KwaZulu-Natal
CUST-01649;Kagiso Mokoena;31;Consumer;Free State
CUST-01650;Thabo Jacobs;52;Consumer;Limpopo
CUST-01651;Amahle Van Wyk;35;Consumer;Limpopo
CUST-01652;Lerato Ndlovu;51;Small Business;Western Cape
CUST-01653;Naledi Ndlovu;30;Consumer;Gauteng
CUST-01654;Lerato Pretorius;40;Small Business;Western Cape
CUST-01655;Zanele Williams;35;Consumer;Free State
CUST-01656;Ayesha Maseko;34;Consumer;Gauteng
CUST-01657;Mpho Pillay;35;Small Business;Gauteng
CUST-01658;Amahle Mokoena;32;Consumer;Gauteng
CUST-01659;Kagiso Mabena;45;Consumer;Gauteng
CUST-01660;Sipho Mthembu;31;Small Business;Gauteng
CUST-01661;Ethan Naidoo;34;Consumer;Western Cape
CUST-01662;Mia Molefe;35;Consumer;Gauteng
CUST-01663;Jason Botha;39;Consumer;KwaZulu-Natal
CUST-01664;Mia Maseko;31;Consumer;Limpopo
CUST-01665;Lerato Ndlovu;45;Consumer;Gauteng
CUST-01666;Liam Mahlangu;32;Consumer;Gauteng
CUST-01667;Sipho Dlamini;46;Consumer;Gauteng
CUST-01668;Thabo Mthembu;18;Small Business;Western Cape
CUST-01669;Naledi Mthembu;40;Consumer;Gauteng
CUST-01670;Sipho Mthethwa;42;Consumer;Gauteng
CUST-01671;Ayesha Dlamini;25;Corporate;Western Cape
CUST-01672;Thabo Mabena;31;Consumer;Gauteng
CUST-01673;Ethan Mabena;28;Small Business;Gauteng
CUST-01674;Liam Pillay;42;Consumer;KwaZulu-Natal
CUST-01675;Mia Van Wyk;60;Small Business;Limpopo
CUST-01676;Sipho Sithole;43;Consumer;KwaZulu-Natal
CUST-01677;Sipho Jacobs;59;Consumer;Gauteng
CUST-01678;Mpho Maseko;41;Consumer;Gauteng
CUST-01679;Leah Botha;23;Consumer;Western Cape
CUST-01680;Thabo Molefe;40;Small Business;Gauteng
CUST-01681;Amahle Maseko;43;Consumer;Gauteng
CUST-01682;Lerato Khumalo;36;Small Business;Gauteng
CUST-01683;Kagiso Mthethwa;40;Consumer;Gauteng
CUST-01684;Neo Maseko;37;Consumer;Western Cape
CUST-01685;Jason Pillay;34;Corporate;Western Cape
CUST-01686;Ayesha Peters;50;Consumer;Western Cape
CUST-01687;Thabo Maseko;49;Small Business;KwaZulu-Natal
CUST-01688;Kagiso Nkosi;59;Small Business;KwaZulu-Natal
CUST-01689;Neo Dlamini;35;Consumer;Western Cape
CUST-01690;Kayla Jacobs;33;Corporate;Gauteng
CUST-01691;Leah Jacobs;27;Consumer;Free State
CUST-01692;Jason Van Wyk;24;Corporate;Limpopo
CUST-01693;Sipho Williams;22;Consumer;Gauteng
CUST-01694;Ayesha Botha;39;Small Business;Western Cape
CUST-01695;Ethan Mabena;48;Consumer;Western Cape
CUST-01696;Sipho Mabena;42;Small Business;KwaZulu-Natal
